시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일
대전광역시 서구 도마동,328-4,328,4,럭키도마,53.22,202103,19,"9,500",3,1984,배재로91번길 21,
대전광역시 서구 도마동,328-4,328,4,럭키도마,46.67,202103,19,"7,600",5,1984,배재로91번길 21,
대전광역시 서구 도마동,180-2,180,2,효성타운,84.99,202103,3,"29,700",17,1997,도산로 11,
대전광역시 서구 도마동,180-2,180,2,효성타운,59.97,202103,3,"22,500",15,1997,도산로 11,
대전광역시 서구 도마동,180-2,180,2,효성타운,84.99,202103,11,"31,000",7,1997,도산로 11,
대전광역시 서구 도안동,1373,1373,0,도안 베르디움,84.9317,202103,15,"73,200",21,2014,원도안로 100,
대전광역시 서구 도안동,966,966,0,한라비발디,84.9822,202103,2,"56,800",7,2011,도안북로 136,
대전광역시 서구 도안동,1362,1362,0,현대아이파크,84.93,202103,17,"75,000",5,2013,도안동로 183,
대전광역시 서구 둔산동,1141,1141,0,갤러리빌,49.47,202103,5,"12,800",11,2004,계룡로491번길 8,
대전광역시 서구 둔산동,1141,1141,0,갤러리빌,49.47,202103,19,"13,000",5,2004,계룡로491번길 8,
대전광역시 서구 둔산동,1809,1809,0,국화우성,73.98,202103,1,"50,500",9,1992,둔산로 201,
대전광역시 서구 둔산동,1118,1118,0,나이스진,53.76,202103,10,"12,800",11,2003,대덕대로175번길 50,
대전광역시 서구 둔산동,1204,1204,0,녹원,84.6,202103,2,"54,000",11,1994,둔산남로 30,
대전광역시 서구 둔산동,1204,1204,0,녹원,59.54,202103,14,"36,500",4,1994,둔산남로 30,
대전광역시 서구 둔산동,1204,1204,0,녹원,59.54,202103,16,"39,400",10,1994,둔산남로 30,
대전광역시 서구 둔산동,1204,1204,0,녹원,59.54,202103,24,"36,400",8,1994,둔산남로 30,
대전광역시 서구 둔산동,1119,1119,0,메르하우젠,42.44,202103,4,"8,850",9,2004,대덕대로175번길 60,
대전광역시 서구 둔산동,1812,1812,0,보라2차,41.82,202103,6,"16,400",8,1991,둔산로 241,
대전광역시 서구 둔산동,1812,1812,0,보라2차,41.82,202103,18,"16,400",13,1991,둔산로 241,
대전광역시 서구 둔산동,907,907,0,샘머리1차,84.945,202103,4,"54,500",11,1998,문예로 174,
대전광역시 서구 둔산동,908,908,0,샘머리2차,84.945,202103,2,"50,000",9,1998,청사로 281,
대전광역시 서구 둔산동,908,908,0,샘머리2차,84.945,202103,4,"47,500",8,1998,청사로 281,
대전광역시 서구 둔산동,908,908,0,샘머리2차,84.945,202103,5,"52,000",20,1998,청사로 281,
대전광역시 서구 둔산동,908,908,0,샘머리2차,84.945,202103,6,"46,500",9,1998,청사로 281,
대전광역시 서구 둔산동,908,908,0,샘머리2차,84.945,202103,6,"47,000",10,1998,청사로 281,
대전광역시 서구 둔산동,908,908,0,샘머리2차,84.945,202103,6,"45,500",7,1998,청사로 281,
대전광역시 서구 둔산동,909,909,0,수정타운,71.7,202103,3,"34,500",12,1993,청사로 282,
대전광역시 서구 둔산동,909,909,0,수정타운,71.52,202103,8,"32,000",2,1993,청사로 282,
대전광역시 서구 둔산동,909,909,0,수정타운,71.52,202103,9,"33,100",12,1993,청사로 282,
대전광역시 서구 둔산동,909,909,0,수정타운,84.99,202103,12,"41,800",8,1993,청사로 282,
대전광역시 서구 둔산동,909,909,0,수정타운,71.7,202103,13,"34,500",8,1993,청사로 282,
대전광역시 서구 둔산동,1383,1383,0,영진햇님,75.42,202103,2,"57,000",4,1993,둔산북로 175,
대전광역시 서구 둔산동,908-3,908,3,은초롱,84.93,202103,18,"38,000",11,1994,청사로 269,
대전광역시 서구 둔산동,1117,1117,0,이노빌,24.48,202103,10,"4,200",6,2002,대덕대로175번길 46,
대전광역시 서구 둔산동,1811,1811,0,청솔아파트,84.76,202103,6,"49,000",9,1991,둔산로 223,
대전광역시 서구 둔산동,1811,1811,0,청솔아파트,127.215,202103,8,"57,000",1,1991,둔산로 223,
대전광역시 서구 둔산동,1509,1509,0,크로바,114.63,202103,6,"139,000",4,1992,둔산로 155,
대전광역시 서구 둔산동,1509,1509,0,크로바,164.95,202103,8,"198,000",7,1992,둔산로 155,
대전광역시 서구 둔산동,1509,1509,0,크로바,84.93,202103,12,"90,000",12,1992,둔산로 155,
대전광역시 서구 둔산동,957,957,0,파랑새,72.8725,202103,11,"31,800",5,1995,둔지로 75,
대전광역시 서구 둔산동,957,957,0,파랑새,72.8725,202103,16,"35,000",13,1995,둔지로 75,
대전광역시 서구 둔산동,1095,1095,0,하이스트빌,23,202103,18,"3,800",10,2002,갈마역로 14,
대전광역시 서구 둔산동,970,970,0,향촌,62.1,202103,2,"30,000",9,1995,둔산로 15,
대전광역시 서구 둔산동,970,970,0,향촌,84.42,202103,9,"42,000",15,1995,둔산로 15,
대전광역시 서구 둔산동,970,970,0,향촌,84.42,202103,10,"40,500",4,1995,둔산로 15,
대전광역시 서구 둔산동,970,970,0,향촌,84.42,202103,10,"40,900",15,1995,둔산로 15,
대전광역시 서구 둔산동,970,970,0,향촌,84.42,202103,11,"43,000",10,1995,둔산로 15,
대전광역시 서구 둔산동,970,970,0,향촌,84.42,202103,15,"44,000",9,1995,둔산로 15,
대전광역시 서구 만년동,01-02,1,2,강변,100,202103,2,"66,500",9,1996,만년로 25,
대전광역시 서구 만년동,281,281,0,상록수,59.88,202103,4,"29,000",5,1995,만년남로 8,
대전광역시 서구 만년동,281,281,0,상록수,59.88,202103,6,"28,800",13,1995,만년남로 8,
대전광역시 서구 만년동,281,281,0,상록수,43.2,202103,7,"19,400",5,1995,만년남로 8,
대전광역시 서구 만년동,01-01,1,1,초원,59.8,202103,11,"39,000",11,1993,만년로 45,
대전광역시 서구 변동,Jan-59,59,1,동기포에버,59.9695,202103,13,"16,400",11,2010,도마로57번길 42,
대전광역시 서구 변동,Apr-58,58,4,모닝빌,59.474,202103,6,"15,300",11,2009,도마로 59,
대전광역시 서구 변동,Apr-58,58,4,모닝빌,41.4484,202103,11,"10,000",12,2009,도마로 59,
대전광역시 서구 변동,Apr-58,58,4,모닝빌,53.9482,202103,22,"13,800",2,2009,도마로 59,
대전광역시 서구 변동,03-08,3,8,새한2차 한진주택,64.56,202103,18,"16,500",4,1987,중반5길 119,
대전광역시 서구 변동,Jan-69,69,1,천일월드빌,59.9915,202103,3,"15,000",8,2002,유등로 343,
대전광역시 서구 변동,Feb-58,58,2,탑스빌,32.8225,202103,8,"7,600",9,2012,도마로57번길 16,
대전광역시 서구 복수동,275,275,0,계룡,84.17,202103,11,"21,500",3,1991,복수서로 10,
대전광역시 서구 복수동,1004,1004,0,복수센트럴자이,59.984,202103,6,"45,000",17,2019,복수서로 15,
대전광역시 서구 복수동,1004,1004,0,복수센트럴자이,59.984,202103,6,"43,000",28,2019,복수서로 15,
대전광역시 서구 복수동,1004,1004,0,복수센트럴자이,59.984,202103,9,"42,700",3,2019,복수서로 15,
대전광역시 서구 복수동,274-1,274,1,삼익목화,84.54,202103,6,"24,000",13,1993,복수서로 50,
대전광역시 서구 복수동,274-1,274,1,삼익목화,84.54,202103,15,"29,500",11,1993,복수중로 38,
대전광역시 서구 복수동,274-1,274,1,삼익목화,59.4,202103,17,"18,900",14,1993,복수북로 51,
대전광역시 서구 복수동,274-1,274,1,삼익목화,84.54,202103,18,"23,700",4,1993,복수북로 51,
대전광역시 서구 복수동,280,280,0,삼익목화2,74.43,202103,2,"21,000",1,1998,복수북로 42,
대전광역시 서구 복수동,280,280,0,삼익목화2,74.43,202103,16,"23,000",14,1998,복수북로 42,
대전광역시 서구 복수동,280,280,0,삼익목화2,59.915,202103,20,"19,250",6,1998,복수북로 42,
대전광역시 서구 복수동,270-1,270,1,오량마을마루미(그린채),84.9596,202103,20,"39,000",19,2006,복수중로 30,
대전광역시 서구 복수동,576,576,0,초록마을5단지,84.9655,202103,3,"25,000",8,2005,유등로17번길 109,
대전광역시 서구 복수동,576,576,0,초록마을5단지,84.9655,202103,4,"33,750",11,2005,유등로17번길 109,
대전광역시 서구 복수동,576,576,0,초록마을5단지,76.609,202103,13,"27,500",2,2005,유등로17번길 109,
대전광역시 서구 복수동,576,576,0,초록마을5단지,84.9655,202103,13,"26,000",7,2005,유등로17번길 109,
대전광역시 서구 복수동,576,576,0,초록마을5단지,84.9655,202103,13,"26,900",4,2005,유등로17번길 109,
대전광역시 서구 복수동,576,576,0,초록마을5단지,84.9655,202103,15,"31,000",13,2005,유등로17번길 109,
대전광역시 서구 복수동,612,612,0,현진에버빌,83.2813,202103,1,"34,500",14,2005,복수동로 21-20,
대전광역시 서구 복수동,612,612,0,현진에버빌,84.9806,202103,6,"39,800",3,2005,복수동로 21-20,
대전광역시 서구 용문동,592-6,592,6,나이스타운,15.457,202103,17,"4,200",4,2012,계룡로636번길 32,20210323
대전광역시 서구 용문동,285-3,285,3,한마음,43.344,202103,11,"9,300",5,2000,괴정로 203,
대전광역시 서구 용문동,285-3,285,3,한마음,34.944,202103,18,"7,000",13,2000,괴정로 203,
대전광역시 서구 월평동,298,298,0,갤러리빌럭스,83.51,202103,9,"21,000",4,2005,한밭대로 701,
대전광역시 서구 월평동,301,301,0,누리,126.45,202103,3,"77,000",4,1994,청사로 70,20210323
대전광역시 서구 월평동,301,301,0,누리,101.88,202103,5,"67,000",15,1994,청사로 70,
대전광역시 서구 월평동,301,301,0,누리,126.45,202103,6,"85,000",14,1994,청사로 70,
대전광역시 서구 월평동,311,311,0,다모아,84.36,202103,25,"39,000",2,1994,월평동로 83,
대전광역시 서구 월평동,300,300,0,무지개,83.13,202103,2,"40,000",13,1994,청사서로 11,20210311
대전광역시 서구 월평동,300,300,0,무지개,83.13,202103,3,"45,000",8,1994,청사서로 11,
대전광역시 서구 월평동,1637,1637,0,빅토리아빌,47.8865,202103,10,"19,800",10,2019,계룡로264번길 61,
대전광역시 서구 월평동,218,218,0,주공2단지(은뜰아파트),42.66,202103,20,"13,000",1,1993,월평북로 11,
대전광역시 서구 월평동,312-1,312,1,진달래,84.57,202103,3,"44,800",14,1995,월평동로 45,
대전광역시 서구 월평동,312-1,312,1,진달래,84.57,202103,5,"45,500",13,1995,월평동로 45,
대전광역시 서구 월평동,311-1,311,1,하나로,59.76,202103,2,"26,200",13,1993,청사로 5,
대전광역시 서구 월평동,311-1,311,1,하나로,59.76,202103,2,"25,200",10,1993,청사로 5,
대전광역시 서구 월평동,311-1,311,1,하나로,51.03,202103,3,"22,500",12,1993,청사로 5,
대전광역시 서구 월평동,311-1,311,1,하나로,59.76,202103,3,"23,600",2,1993,청사로 5,
대전광역시 서구 월평동,311-1,311,1,하나로,59.76,202103,6,"25,000",9,1993,청사로 5,
대전광역시 서구 월평동,311-1,311,1,하나로,59.76,202103,9,"27,300",13,1993,청사로 5,
대전광역시 서구 월평동,311-1,311,1,하나로,59.76,202103,10,"25,750",6,1993,청사로 5,
대전광역시 서구 월평동,311-1,311,1,하나로,59.76,202103,11,"23,000",5,1993,청사로 5,
대전광역시 서구 월평동,311-1,311,1,하나로,51.03,202103,13,"20,350",4,1993,청사로 5,
대전광역시 서구 월평동,311-1,311,1,하나로,59.76,202103,17,"26,750",10,1993,청사로 5,
대전광역시 서구 월평동,311-1,311,1,하나로,59.76,202103,20,"25,000",12,1993,청사로 5,
대전광역시 서구 월평동,222,222,0,한아름,123.87,202103,6,"69,000",3,1994,청사서로 65,
대전광역시 서구 월평동,302,302,0,황실타운,84.93,202103,12,"51,000",9,1994,청사로 65,
대전광역시 서구 월평동,302,302,0,황실타운,84.93,202103,12,"50,200",11,1994,청사로 65,
대전광역시 서구 월평동,302,302,0,황실타운,84.93,202103,13,"50,000",15,1994,청사로 65,
대전광역시 서구 월평동,302,302,0,황실타운,84.93,202103,15,"41,000",1,1994,청사로 65,
대전광역시 서구 월평동,302,302,0,황실타운,84.93,202103,16,"52,100",14,1994,청사로 65,
대전광역시 서구 정림동,641,641,0,강변들보람,84.93,202103,1,"27,800",4,1996,정림서로 162-18,
대전광역시 서구 정림동,641,641,0,강변들보람,59.94,202103,6,"15,000",1,1996,정림서로 162-18,
대전광역시 서구 정림동,641-1,641,1,늘푸른,40.716,202103,3,"7,900",20,1996,정림로 11,20210318
대전광역시 서구 정림동,641-1,641,1,늘푸른,51.096,202103,5,"11,000",10,1996,정림로 11,
대전광역시 서구 정림동,641-1,641,1,늘푸른,51.096,202103,13,"11,500",2,1996,정림로 11,
대전광역시 서구 정림동,641-1,641,1,늘푸른,40.716,202103,16,"7,900",20,1996,정림로 11,
대전광역시 서구 정림동,641-1,641,1,늘푸른,51.096,202103,19,"11,700",3,1996,정림로 11,
대전광역시 서구 정림동,642,642,0,백목련,49.14,202103,9,"8,500",2,1992,정림서로138번길 21,
대전광역시 서구 정림동,642,642,0,백목련,49.14,202103,12,"9,000",10,1992,정림서로138번길 21,
대전광역시 서구 정림동,290-1,290,1,삼정하이츠,56.655,202103,3,"12,000",12,1992,정림서로 114,
대전광역시 서구 정림동,290-1,290,1,삼정하이츠,56.655,202103,5,"12,750",9,1992,정림서로 114,
대전광역시 서구 정림동,584,584,0,우성,59.69,202103,3,"19,200",2,1993,정림로 55,
대전광역시 서구 정림동,584,584,0,우성,59.69,202103,5,"19,000",6,1993,정림로 55,
대전광역시 서구 정림동,584,584,0,우성,84.935,202103,8,"27,850",6,1993,정림로 55,
대전광역시 서구 정림동,584,584,0,우성,59.69,202103,10,"17,800",2,1993,정림로 55,
대전광역시 서구 정림동,584,584,0,우성,59.69,202103,10,"18,500",5,1993,정림로 55,
대전광역시 서구 정림동,584,584,0,우성,84.935,202103,19,"29,300",11,1993,정림로 55,
대전광역시 서구 정림동,717,717,0,평화로운 아파트,50.999,202103,3,"14,900",4,2016,구봉로 451,
대전광역시 서구 탄방동,626,626,0,개나리,59.4,202103,10,"26,000",11,1994,문정로10번길 39,
대전광역시 서구 탄방동,835,835,0,공작한양,72.99,202103,6,"37,500",15,1992,문정로 131,
대전광역시 서구 탄방동,835,835,0,공작한양,84.9,202103,11,"46,800",10,1992,문정로 131,
대전광역시 서구 탄방동,835,835,0,공작한양,84.9,202103,13,"48,000",13,1992,문정로 131,
대전광역시 서구 탄방동,795,795,0,네스트빌,59.7675,202103,11,"14,300",6,2004,탄방로 12,
대전광역시 서구 탄방동,636,636,0,리베라스위트빌Ⅱ,39.09,202103,1,"9,000",7,2004,문정로2번길 33,
대전광역시 서구 탄방동,638,638,0,시티빌3차,36.51,202103,2,"8,900",7,2005,문정로2번길 51,
대전광역시 서구 탄방동,674,674,0,시티빌4차,58.85,202103,3,"16,000",12,2004,문정로2번길 109,
대전광역시 서구 탄방동,635,635,0,시티빌Ⅱ,32.8481,202103,10,"8,600",9,2003,문정로2번길 25,
대전광역시 서구 탄방동,635,635,0,시티빌Ⅱ,42.2385,202103,15,"10,500",7,2003,문정로2번길 25,
대전광역시 서구 탄방동,779,779,0,위즈,58.885,202103,12,"14,800",2,2005,계룡로583번길 55,
대전광역시 서구 탄방동,779,779,0,위즈,51.64,202103,13,"12,700",6,2005,계룡로583번길 55,
대전광역시 서구 탄방동,634,634,0,주안에쉐르,55.76,202103,20,"12,000",5,2004,계룡로509번길 6,
대전광역시 서구 탄방동,834,834,0,한가람,39.6,202103,3,"18,800",12,1991,문예로 16,
대전광역시 서구 탄방동,834,834,0,한가람,39.6,202103,13,"20,500",12,1991,문예로 16,
대전광역시 유성구 계산동,749,749,0,계룡리슈빌(학의뜰),100.6104,202103,3,"56,900",10,2011,학하로 33,
대전광역시 유성구 계산동,749,749,0,계룡리슈빌(학의뜰),128.541,202103,5,"64,900",17,2011,학하로 33,
대전광역시 유성구 계산동,749,749,0,계룡리슈빌(학의뜰),84.9995,202103,6,"44,000",9,2011,학하로 33,
대전광역시 유성구 계산동,722,722,0,오투그란데 리빙포레 아파트,59.898,202103,5,"45,000",7,2018,학하중앙로 99,
대전광역시 유성구 계산동,722,722,0,오투그란데 리빙포레 아파트,84.8953,202103,16,"59,500",17,2018,학하중앙로 99,
대전광역시 유성구 관평동,896,896,0,금성백조예미지8단지,101.863,202103,1,"70,000",9,2007,배울2로 3,
대전광역시 유성구 관평동,669,669,0,신동아파밀리에,84.9622,202103,6,"52,000",18,2006,배울2로 42,
대전광역시 유성구 관평동,669,669,0,신동아파밀리에,100.4459,202103,13,"58,800",3,2006,배울2로 42,
대전광역시 유성구 관평동,1280,1280,0,한화꿈에그린3차,84.654,202103,6,"71,000",10,2008,배울2로 61,
대전광역시 유성구 관평동,1280,1280,0,한화꿈에그린3차,84.654,202103,6,"70,300",15,2008,배울2로 61,
대전광역시 유성구 관평동,1280,1280,0,한화꿈에그린3차,84.654,202103,11,"62,700",2,2008,배울2로 61,
대전광역시 유성구 관평동,1280,1280,0,한화꿈에그린3차,84.901,202103,13,"58,300",3,2008,배울2로 61,
대전광역시 유성구 교촌동,616,616,0,미메이드,84.9351,202103,23,"34,000",3,2006,진잠로149번길 30,
대전광역시 유성구 교촌동,617,617,0,제이파크,84.9783,202103,6,"38,000",14,2005,진잠로149번길 24,
대전광역시 유성구 구암동,596-6,596,6,유성타워,31.5,202103,15,"8,700",8,1996,유성대로668번길 81,
대전광역시 유성구 구암동,627-1,627,1,초롱마을,59.34,202103,9,"14,700",8,1995,월드컵대로253번길 37,
대전광역시 유성구 궁동,395-3,395,3,다솔,84.82,202103,2,"22,500",12,1995,궁동로 5,
대전광역시 유성구 궁동,395-3,395,3,다솔,84.82,202103,6,"28,500",3,1995,궁동로 5,
대전광역시 유성구 노은동,553-8,553,8,노은스타돔,71.6995,202103,1,"17,900",10,2005,노은로 71,
대전광역시 유성구 노은동,553-8,553,8,노은스타돔,82.71,202103,13,"26,500",13,2005,노은로 71,
대전광역시 유성구 노은동,552-3,552,3,열매마을11단지(계룡리슈빌),59.992,202103,5,"28,000",2,2003,왕가봉로 23,
대전광역시 유성구 대정동,317-1,317,1,드리움2단지,84.76,202103,6,"33,600",15,2006,대정로28번안길 80,
대전광역시 유성구 대정동,317-1,317,1,드리움2단지,84.76,202103,6,"28,000",3,2006,대정로28번안길 80,
대전광역시 유성구 덕명동,524,524,0,네오미아,83.907,202103,1,"45,700",6,2010,덕명로 26,
대전광역시 유성구 덕명동,524,524,0,네오미아,134.42,202103,2,"50,000",22,2010,덕명로 26,
대전광역시 유성구 덕명동,524,524,0,네오미아,83.907,202103,8,"38,000",3,2010,덕명로 26,
대전광역시 유성구 덕명동,614,614,0,유성 숲 오투그란데 3차,59.7564,202103,10,"40,000",9,2019,학하중앙로 60,
대전광역시 유성구 덕명동,528,528,0,하우스토리네오미아,101.9479,202103,12,"39,800",13,2010,덕명로 63,
대전광역시 유성구 도룡동,385-15,385,15,로얄밸리,144.1361,202103,9,"41,000",9,2004,대덕대로 596,
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,84.922,202103,8,"80,000",26,2017,문지로 300,
대전광역시 유성구 문지동,657,657,0,문지 효성해링턴 플레이스,59.952,202103,14,"60,500",11,2017,문지로 300,
대전광역시 유성구 반석동,613,613,0,반석마을6단지(삼부르네상스2단지),84.9,202103,4,"40,000",7,2005,반석서로 98,
대전광역시 유성구 반석동,613,613,0,반석마을6단지(삼부르네상스2단지),84.9,202103,6,"54,900",2,2005,반석서로 98,
대전광역시 유성구 반석동,613,613,0,반석마을6단지(삼부르네상스2단지),84.976,202103,12,"65,000",23,2005,반석서로 98,
대전광역시 유성구 봉명동,549-1,549,1,SCIENCE TOWN,84.9442,202103,18,"38,000",26,2013,온천로 60,
대전광역시 유성구 봉명동,624-2,624,2,나이스팰리스,20.6683,202103,4,"7,300",2,2016,온천북로33번길 35-17,
대전광역시 유성구 봉명동,1036,1036,0,도안6단지 센트럴시티,74.9,202103,4,"63,600",10,2010,봉명로 93,
대전광역시 유성구 봉명동,1036,1036,0,도안6단지 센트럴시티,84.61,202103,6,"67,500",3,2010,봉명로 93,
대전광역시 유성구 봉명동,1036,1036,0,도안6단지 센트럴시티,84.88,202103,9,"38,000",3,2010,봉명로 93,
대전광역시 유성구 봉명동,1037,1037,0,도안신도시7단지예미지백조의호수,84.8411,202103,15,"72,000",2,2014,봉명로 94,
대전광역시 유성구 봉명동,612-2,612,2,드리미아,29.187,202103,5,"10,000",15,2012,문화원로 80,
대전광역시 유성구 봉명동,640-6,640,6,라온팰리스,29.64,202103,4,"9,000",10,2019,문화원로 117,
대전광역시 유성구 봉명동,640-6,640,6,라온팰리스,29.968,202103,4,"10,000",12,2019,문화원로 117,
대전광역시 유성구 봉명동,640-6,640,6,라온팰리스,29.968,202103,11,"10,000",8,2019,문화원로 117,
대전광역시 유성구 봉명동,640-6,640,6,라온팰리스,29.968,202103,11,"10,000",11,2019,문화원로 117,
대전광역시 유성구 봉명동,640-6,640,6,라온팰리스,29.64,202103,11,"9,000",8,2019,문화원로 117,
대전광역시 유성구 봉명동,640-6,640,6,라온팰리스,29.968,202103,11,"10,000",11,2019,문화원로 117,
대전광역시 유성구 봉명동,640-6,640,6,라온팰리스,29.64,202103,11,"9,000",4,2019,문화원로 117,
대전광역시 유성구 봉명동,640-6,640,6,라온팰리스,29.64,202103,12,"9,000",8,2019,문화원로 117,
대전광역시 유성구 봉명동,445-4,445,4,리베라 아이누리2,19.8039,202103,1,"6,000",11,2013,온천로 26,
대전광역시 유성구 봉명동,445-4,445,4,리베라 아이누리2,26.4208,202103,9,"9,900",9,2013,온천로 26,
대전광역시 유성구 봉명동,468-3,468,3,미성샤르망,68.307,202103,5,"17,000",7,2006,계룡로 64,
대전광역시 유성구 봉명동,615-2,615,2,스카이뷰 시티,28.0783,202103,13,"9,900",7,2018,온천북로13번길 21,
대전광역시 유성구 봉명동,640-4,640,4,스카이뷰리버,26.7065,202103,3,"8,500",12,2016,문화원로 111,
대전광역시 유성구 봉명동,651-1,651,1,신영미소랑,15.6866,202103,2,"4,900",9,2012,온천북로33번길 22-4,
대전광역시 유성구 봉명동,607-4,607,4,앤터팰리스1차,25.3661,202103,1,"10,400",9,2019,대학로 39-1,
대전광역시 유성구 봉명동,466-2,466,2,유성세움펠리피아주상복합,54.6547,202103,3,"18,000",16,2014,계룡로52번길 11,
대전광역시 유성구 봉명동,466-2,466,2,유성세움펠리피아주상복합,54.6547,202103,3,"18,000",16,2014,계룡로52번길 11,20210310
대전광역시 유성구 봉명동,662-1,662,1,투유2,65.05,202103,8,"10,800",6,2004,문화원로 131,
대전광역시 유성구 봉명동,640-2,640,2,하이랜드,15.0265,202103,2,"3,725",6,2011,문화원로 107,
대전광역시 유성구 봉명동,640-2,640,2,하이랜드,15.5493,202103,6,"3,700",7,2011,문화원로 107,
대전광역시 유성구 봉명동,640-2,640,2,하이랜드,15.4868,202103,12,"3,700",4,2011,문화원로 107,
대전광역시 유성구 봉명동,640-2,640,2,하이랜드,15.5493,202103,12,"3,700",4,2011,문화원로 107,
대전광역시 유성구 봉명동,640-2,640,2,하이랜드,15.5493,202103,14,"3,900",13,2011,문화원로 107,
대전광역시 유성구 봉명동,640-3,640,3,하이랜드2,16.2283,202103,2,"5,600",11,2011,문화원로 109,
대전광역시 유성구 상대동,445,445,0,목련1,84.98,202103,5,"40,000",16,2000,월드컵대로290번길 39,
대전광역시 유성구 상대동,487,487,0,트리풀시티,119.67,202103,23,"127,500",24,2011,상대남로 26,
대전광역시 유성구 상대동,464,464,0,트리풀시티(5단지),84.91,202103,15,"79,700",6,2014,상대로 16,
대전광역시 유성구 상대동,464,464,0,트리풀시티(5단지),84.89,202103,24,"65,000",13,2014,상대로 16,
대전광역시 유성구 송강동,199,199,0,송강그린,59.914,202103,6,"18,900",3,1996,구즉로 25,
대전광역시 유성구 송강동,199,199,0,송강그린,84.996,202103,9,"28,400",3,1996,구즉로 25,
대전광역시 유성구 송강동,199,199,0,송강그린,59.914,202103,15,"20,000",5,1996,구즉로 25,
대전광역시 유성구 송강동,10-03,10,3,송강마을2,49.5,202103,2,"12,800",12,1994,봉산로 39,
대전광역시 유성구 송강동,10-03,10,3,송강마을2,49.5,202103,2,"11,500",8,1994,봉산로 39,
대전광역시 유성구 송강동,10-03,10,3,송강마을2,49.5,202103,2,"12,600",15,1994,봉산로 39,
대전광역시 유성구 송강동,10-03,10,3,송강마을2,49.5,202103,3,"13,970",14,1994,봉산로 39,
대전광역시 유성구 송강동,10-03,10,3,송강마을2,49.5,202103,3,"11,600",4,1994,봉산로 39,
대전광역시 유성구 송강동,10-03,10,3,송강마을2,49.5,202103,4,"12,000",13,1994,봉산로 39,
대전광역시 유성구 송강동,10-03,10,3,송강마을2,49.5,202103,11,"13,400",9,1994,봉산로 39,
대전광역시 유성구 송강동,10-03,10,3,송강마을2,49.5,202103,15,"10,000",1,1994,봉산로 39,
대전광역시 유성구 송강동,10-03,10,3,송강마을2,49.5,202103,24,"12,500",5,1994,봉산로 39,
대전광역시 유성구 송강동,08-02,8,2,청솔뉴서울,59.2925,202103,5,"15,200",7,1995,송강로42번길 61,
대전광역시 유성구 송강동,08-02,8,2,청솔뉴서울,59.2925,202103,6,"14,900",5,1995,송강로42번길 61,
대전광역시 유성구 송강동,08-02,8,2,청솔뉴서울,59.2925,202103,12,"15,500",4,1995,송강로42번길 61,
대전광역시 유성구 송강동,08-02,8,2,청솔신호,59.2925,202103,2,"15,500",5,1995,송강로42번길 61,
대전광역시 유성구 송강동,08-02,8,2,청솔신호,59.2925,202103,8,"15,800",6,1995,송강로42번길 61,
대전광역시 유성구 송강동,08-02,8,2,청솔신호,59.2925,202103,10,"15,600",10,1995,송강로42번길 61,
대전광역시 유성구 송강동,08-02,8,2,청솔신호,59.2925,202103,13,"14,500",3,1995,송강로42번길 61,
대전광역시 유성구 송강동,08-02,8,2,청솔신호,59.2925,202103,13,"15,000",3,1995,송강로42번길 61,
대전광역시 유성구 송강동,08-02,8,2,청솔신호,59.2925,202103,16,"16,000",8,1995,송강로42번길 61,
대전광역시 유성구 송강동,08-02,8,2,청솔신호,59.2925,202103,18,"15,800",15,1995,송강로42번길 61,
대전광역시 유성구 송강동,08-02,8,2,청솔태영,59.2925,202103,1,"12,900",2,1995,송강로42번길 61,
대전광역시 유성구 송강동,08-02,8,2,청솔태영,59.2925,202103,1,"15,400",13,1995,송강로42번길 61,
대전광역시 유성구 송강동,08-02,8,2,청솔태영,59.2925,202103,2,"14,900",3,1995,송강로42번길 61,
대전광역시 유성구 송강동,08-02,8,2,청솔태영,59.2925,202103,9,"15,500",14,1995,송강로42번길 61,
대전광역시 유성구 송강동,08-02,8,2,청솔태영,59.2925,202103,15,"12,500",1,1995,송강로42번길 61,
대전광역시 유성구 송강동,08-02,8,2,청솔태영,59.2925,202103,18,"16,000",8,1995,송강로42번길 61,
대전광역시 유성구 송강동,08-02,8,2,청솔한양,40.36,202103,3,"9,400",14,1996,송강로42번길 61,
대전광역시 유성구 송강동,08-02,8,2,청솔한양,40.36,202103,5,"9,800",8,1996,송강로42번길 61,
대전광역시 유성구 송강동,200-4,200,4,한마을,132.67,202103,2,"40,000",7,1999,구즉로 16,
대전광역시 유성구 송강동,200-1,200,1,한솔(계룡),84.94,202103,5,"19,800",1,1995,송강로 15,
대전광역시 유성구 송강동,200-1,200,1,한솔(계룡),58.74,202103,6,"16,200",7,1995,송강로 15,
대전광역시 유성구 송강동,200-1,200,1,한솔(계룡),58.74,202103,9,"16,500",11,1995,송강로 15,
대전광역시 유성구 송강동,200-1,200,1,한솔(계룡),58.74,202103,11,"17,000",8,1995,송강로 15,
대전광역시 유성구 송강동,200-1,200,1,한솔(태영),58.74,202103,1,"15,950",11,1995,송강로 15,
대전광역시 유성구 송강동,200-1,200,1,한솔(태영),58.74,202103,4,"15,500",13,1995,송강로 15,
